,hotel_name,hotel_url,hotel_address,hotel_rating,hotel_price,hotel_info
246,Taj Yeshwantpur,"https://me.cleartrip.com//hotels/details/taj-yeshwantpur-bengaluru-329279?c=130620|140620&r=2,0&shwb=true&compId=&fr=1&ur=1&urt=featured&stp=chmm&pahCCRequired=true&op=true&area=&sd=1553075158552&lowRate=true&dest_code=&tags=#", Bengaluru,5 star,,"Taj Yeshwantpur, BengaluruProperty Location:  Located in Bengaluru (Yeshwanthpur), Taj Yeshwantpur, Bengaluru is within a 10-minute drive of Orion Mall and World Trade Centre.  This 5-star hotel is 2.2 mi (3.5 km) from ISKCON Temple and 2.9 mi (4.6 km) from Indian Institute of Science.Rooms:  Make yourself at home in one of the 327 individually decorated guestrooms, featuring refrigerators and LCD televisions. Complimentary wireless Internet access keeps you connected, and satellite programming is available for your entertainment. Private bathrooms with bathtubs or showers feature rainfall showerheads and designer toiletries. Conveniences include phones, as well as laptop-compatible safes and desks.Amenities:  Pamper yourself with a visit to the spa, which offers massages, body treatments, and facials. You can take advantage of recreational amenities such as a nightclub, a 24-hour health club, and an outdoor pool. Additional amenities at this hotel include complimentary wireless Internet access, concierge services, and babysitting/childcare (surcharge). Guests can catch a ride to nearby destinations on the area shuttle (surcharge).Dining:  Grab a bite at Palette, one of the hotel's 4 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Relax with your favorite drink at the bar/lounge or the poolside bar. Buffet breakfasts are available daily for a fee.Business, Other Amenities:  Featured amenities include wired Internet access (surcharge), a 24-hour business center, and limo/town car service. Planning an event in Bengaluru? This hotel has facilities measuring 18000 square feet (1672 square meters), including a conference center. For a surcharge, guests may use a roundtrip airport shuttle (available on request) and a train station pick-up service.
Property Location:  Located in Bengaluru (Yeshwanthpur), Taj Yeshwantpur, Bengaluru is within a 10-minute drive of Orion Mall and World Trade Centre.  This 5-star hotel is 2.2 mi (3.5 km) from ISKCON Temple and 2.9 mi (4.6 km) from Indian Institute of Science.Rooms:  Make yourself at home in one of the 327 individually decorated guestrooms, featuring refrigerators and LCD televisions. Complimentary wireless Internet access keeps you connected, and satellite programming is available for your entertainment. Private bathrooms with bathtubs or showers feature rainfall showerheads and designer toiletries. Conveniences include phones, as well as laptop-compatible safes and desks.Amenities:  Pamper yourself with a visit to the spa, which offers massages, body treatments, and facials. You can take advantage of recreational amenities such as a nightclub, a 24-hour health club, and an outdoor pool. Additional amenities at this hotel include complimentary wireless Internet access, concierge services, and babysitting/childcare (surcharge). Guests can catch a ride to nearby destinations on the area shuttle (surcharge).Dining:  Grab a bite at Palette, one of the hotel's 4 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Relax with your favorite drink at the bar/lounge or the poolside bar. Buffet breakfasts are available daily for a fee.Business, Other Amenities:  Featured amenities include wired Internet access (surcharge), a 24-hour business center, and limo/town car service. Planning an event in Bengaluru? This hotel has facilities measuring 18000 square feet (1672 square meters), including a conference center. For a surcharge, guests may use a roundtrip airport shuttle (available on request) and a train station pick-up service.
Continue reading
"
247,Bengaluru Marriott Hotel Whitefield,"https://me.cleartrip.com//hotels/details/bengaluru-marriott-hotel-whitefield-707623?c=130620|140620&r=2,0&shwb=true&compId=&fr=1&ur=1&urt=featured&stp=chmm&pahCCRequired=true&op=true&area=&sd=1553075158552&lowRate=true&dest_code=&tags=#", Whitefield,5 star,,"Bengaluru Marriott Hotel WhitefieldProperty Location:  With a stay at Bengaluru Marriott Hotel Whitefield in Bengaluru, you'll be 4.2 mi (6.8 km) from Phoenix Marketcity and 10.8 mi (17.4 km) from Commercial Street.  This 5-star hotel is 11.3 mi (18.1 km) from Forum Mall and 13.4 mi (21.6 km) from Vidhana Soudha.Rooms:  Make yourself at home in one of the 391 air-conditioned rooms featuring refrigerators and LCD televisions. Your bed comes with down comforters and premium bedding. Wired and wireless Internet access is complimentary, while iPod docking stations and cable programming provide entertainment. Private bathrooms with separate bathtubs and showers feature deep soaking bathtubs and rainfall showerheads.Amenities:  Pamper yourself with a visit to the spa, which offers massages and body treatments. If you're looking for recreational opportunities, you'll find an outdoor pool and a fitness center. Additional features at this hotel include complimentary wireless Internet access, concierge services, and gift shops/newsstands.Dining:  Enjoy international cuisine at M Cafe, one of the hotel's 3 restaurants, or stay in and take advantage of the 24-hour room service. Quench your thirst with your favorite drink at the bar/lounge. Buffet breakfasts are available for a fee.Business, Other Amenities:  Featured amenities include complimentary wired Internet access, a computer station, and express check-in. Planning an event in Bengaluru? This hotel has facilities measuring 10706 square feet (995 square meters), including a conference center. A roundtrip airport shuttle is provided for a surcharge (available 24 hours), and free valet parking is available onsite.
Property Location:  With a stay at Bengaluru Marriott Hotel Whitefield in Bengaluru, you'll be 4.2 mi (6.8 km) from Phoenix Marketcity and 10.8 mi (17.4 km) from Commercial Street.  This 5-star hotel is 11.3 mi (18.1 km) from Forum Mall and 13.4 mi (21.6 km) from Vidhana Soudha.Rooms:  Make yourself at home in one of the 391 air-conditioned rooms featuring refrigerators and LCD televisions. Your bed comes with down comforters and premium bedding. Wired and wireless Internet access is complimentary, while iPod docking stations and cable programming provide entertainment. Private bathrooms with separate bathtubs and showers feature deep soaking bathtubs and rainfall showerheads.Amenities:  Pamper yourself with a visit to the spa, which offers massages and body treatments. If you're looking for recreational opportunities, you'll find an outdoor pool and a fitness center. Additional features at this hotel include complimentary wireless Internet access, concierge services, and gift shops/newsstands.Dining:  Enjoy international cuisine at M Cafe, one of the hotel's 3 restaurants, or stay in and take advantage of the 24-hour room service. Quench your thirst with your favorite drink at the bar/lounge. Buffet breakfasts are available for a fee.Business, Other Amenities:  Featured amenities include complimentary wired Internet access, a computer station, and express check-in. Planning an event in Bengaluru? This hotel has facilities measuring 10706 square feet (995 square meters), including a conference center. A roundtrip airport shuttle is provided for a surcharge (available 24 hours), and free valet parking is available onsite.
Continue reading
"
248,JW Marriott Bengaluru,"https://me.cleartrip.com//hotels/details/jw-marriott-hotel-bengaluru-717624?c=130620|140620&r=2,0&shwb=true&compId=&fr=1&ur=1&urt=featured&stp=chmm&pahCCRequired=true&op=true&area=&sd=1553075158552&lowRate=true&dest_code=&tags=#", Majestic,5 star,,"JW Marriott BengaluruProperty Location:  With a stay at JW Marriott Hotel Bengaluru, you'll be centrally located in Bengaluru, steps from UB City and Cubbon Park.  This 5-star hotel is 1.9 mi (3 km) from Commercial Street and 1.9 mi (3 km) from Lalbagh Botanical Gardens.Rooms:  Make yourself at home in one of the 270 air-conditioned rooms featuring refrigerators and minibars (stocked with some free items). Cable programming and DVD players are provided for your entertainment, while wireless Internet access (surcharge) keeps you connected. Private bathrooms with shower/tub combinations feature deep soaking bathtubs and complimentary toiletries. Conveniences include phones, as well as safes and desks.Amenities:  Relax at the full-service spa, where you can enjoy massages, body treatments, and facials. If you're looking for recreational opportunities, you'll find an outdoor pool, a lazy river, and a spa tub. This hotel also features wireless Internet access (surcharge), concierge services, and a hair salon.Dining:  Enjoy international cuisine at JW Kitchen, one of the hotel's 5 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Relax with a refreshing drink from the poolside bar or one of the 2 bars/lounges. Buffet breakfasts are available daily from 6 AM to 10:30 AM for a fee.Business, Other Amenities:  Featured amenities include a 24-hour business center, limo/town car service, and express check-in. Planning an event in Bengaluru? This hotel has facilities measuring 10441 square feet (970 square meters), including conference space. For a surcharge, guests may use a roundtrip airport shuttle (available 24 hours) and a train station pick-up service.
Property Location:  With a stay at JW Marriott Hotel Bengaluru, you'll be centrally located in Bengaluru, steps from UB City and Cubbon Park.  This 5-star hotel is 1.9 mi (3 km) from Commercial Street and 1.9 mi (3 km) from Lalbagh Botanical Gardens.Rooms:  Make yourself at home in one of the 270 air-conditioned rooms featuring refrigerators and minibars (stocked with some free items). Cable programming and DVD players are provided for your entertainment, while wireless Internet access (surcharge) keeps you connected. Private bathrooms with shower/tub combinations feature deep soaking bathtubs and complimentary toiletries. Conveniences include phones, as well as safes and desks.Amenities:  Relax at the full-service spa, where you can enjoy massages, body treatments, and facials. If you're looking for recreational opportunities, you'll find an outdoor pool, a lazy river, and a spa tub. This hotel also features wireless Internet access (surcharge), concierge services, and a hair salon.Dining:  Enjoy international cuisine at JW Kitchen, one of the hotel's 5 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Relax with a refreshing drink from the poolside bar or one of the 2 bars/lounges. Buffet breakfasts are available daily from 6 AM to 10:30 AM for a fee.Business, Other Amenities:  Featured amenities include a 24-hour business center, limo/town car service, and express check-in. Planning an event in Bengaluru? This hotel has facilities measuring 10441 square feet (970 square meters), including conference space. For a surcharge, guests may use a roundtrip airport shuttle (available 24 hours) and a train station pick-up service.
Continue reading
"
249,Citrus Cunningham Road Bangalore,"https://me.cleartrip.com//hotels/details/citrus-cunningham-road-721626?c=130620|140620&r=2,0&shwb=true&compId=&fr=1&ur=1&urt=featured&stp=chmm&pahCCRequired=true&op=true&area=&sd=1553075158552&lowRate=true&dest_code=&tags=#", ,4 star,,"Citrus Cunningham Road BangaloreCitrus Cunningham Road Hotel is designed to suit the need of the corporate sector and global travellers. The place wears a sophisticated look with classy and minimalistic decor. The international airport is just 33 km away and city railway station about 3km away. Popular tourist attractions like The Tipu Sultan Summer Palace, Lal Bagh Botanical Garden and Bangalore Palace are few kilometres away from the property. You will other amenities like swimming pool, spa, gym and conference facilities. The Biso serves Mediterranean cuisine and local south-Indian food, at Skylit lounge bar experience the stunning view of city's skyline and step into Irene, a patisserie and deli which whips up gourmet desserts and cakes.
													
Continue reading
"
250,Taj Bangalore,"https://me.cleartrip.com//hotels/details/taj-bangalore-1338538?c=130620|140620&r=2,0&shwb=true&compId=&fr=1&ur=1&urt=featured&stp=chmm&pahCCRequired=true&op=true&area=&sd=1553075158552&lowRate=true&dest_code=&tags=#", Yelahanka,5 star,,"Taj BangaloreProperty Location:  With a stay at Taj Bangalore in Devanahalli, you'll be connected to the airport, and 19.5 mi (31.4 km) from Indian Institute of Science and 19.9 mi (32.1 km) from Bangalore Palace.  This 5-star hotel is 20.8 mi (33.5 km) from ISKCON Temple and 22.4 mi (36.1 km) from M.G. Road.Rooms:  Make yourself at home in one of the 154 air-conditioned rooms featuring minibars and LED televisions. Complimentary wireless Internet access keeps you connected, and digital programming is available for your entertainment. Private bathrooms with shower/tub combinations feature complimentary toiletries and hair dryers. Conveniences include safes and desks, and housekeeping is provided daily.Amenities:  Pamper yourself with a visit to the spa, which offers massages, body treatments, and facials. You can take advantage of recreational amenities such as a 24-hour health club, an outdoor pool, and a sauna. Additional amenities at this hotel include wireless Internet access (surcharge), concierge services, and babysitting/childcare (surcharge).Dining:  Enjoy international cuisine at Cafe 77 East, one of the hotel's 3 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Quench your thirst with your favorite drink at the bar/lounge. Buffet breakfasts are available daily from 7:30 AM to 10 AM for a fee.Business, Other Amenities:  Featured amenities include a 24-hour business center, express check-in, and complimentary newspapers in the lobby. Planning an event in Devanahalli? This hotel has facilities measuring 25000 square feet (2323 square meters), including a conference center. A roundtrip airport shuttle is provided for a surcharge (available 24 hours), and free valet parking is available onsite.
Property Location:  With a stay at Taj Bangalore in Devanahalli, you'll be connected to the airport, and 19.5 mi (31.4 km) from Indian Institute of Science and 19.9 mi (32.1 km) from Bangalore Palace.  This 5-star hotel is 20.8 mi (33.5 km) from ISKCON Temple and 22.4 mi (36.1 km) from M.G. Road.Rooms:  Make yourself at home in one of the 154 air-conditioned rooms featuring minibars and LED televisions. Complimentary wireless Internet access keeps you connected, and digital programming is available for your entertainment. Private bathrooms with shower/tub combinations feature complimentary toiletries and hair dryers. Conveniences include safes and desks, and housekeeping is provided daily.Amenities:  Pamper yourself with a visit to the spa, which offers massages, body treatments, and facials. You can take advantage of recreational amenities such as a 24-hour health club, an outdoor pool, and a sauna. Additional amenities at this hotel include wireless Internet access (surcharge), concierge services, and babysitting/childcare (surcharge).Dining:  Enjoy international cuisine at Cafe 77 East, one of the hotel's 3 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Quench your thirst with your favorite drink at the bar/lounge. Buffet breakfasts are available daily from 7:30 AM to 10 AM for a fee.Business, Other Amenities:  Featured amenities include a 24-hour business center, express check-in, and complimentary newspapers in the lobby. Planning an event in Devanahalli? This hotel has facilities measuring 25000 square feet (2323 square meters), including a conference center. A roundtrip airport shuttle is provided for a surcharge (available 24 hours), and free valet parking is available onsite.
Continue reading
"
251,SHERATON GRAND BENGALURU WHITEFIELD HOTEL & CONVENTION CENTRE,"https://me.cleartrip.com//hotels/details/sheraton-grand-bengaluru-whitefield-2178932?c=130620|140620&r=2,0&shwb=true&compId=&fr=1&ur=1&urt=featured&stp=chmm&pahCCRequired=true&op=true&area=&sd=1553075158552&lowRate=true&dest_code=&tags=#", Whitefield,5 star,,"SHERATON GRAND BENGALURU WHITEFIELD HOTEL & CONVENTION CENTREProperty Location:  With a stay at Sheraton Grand Bengaluru Whitefield, you'll be centrally located in Bengaluru, within a 10-minute drive of International Tech Park and KTPO Convention Center.  This 5-star hotel is 10 mi (16.2 km) from M.G. Road and 11.7 mi (18.9 km) from Lalbagh Botanical Gardens.Rooms:  Make yourself at home in one of the 360 individually furnished guestrooms, featuring minibars and LED televisions. Your bed comes with down comforters and premium bedding. Wired and wireless Internet access is complimentary, while DVD players and satellite programming provide entertainment. Private bathrooms have deep soaking bathtubs and designer toiletries.Amenities:  Pamper yourself with a visit to the spa, which offers massages, body treatments, and facials. If you're looking for recreational opportunities, you'll find a 24-hour health club, an outdoor pool, and a spa tub. This hotel also features complimentary wireless Internet access, concierge services, and gift shops/newsstands.Dining:  Enjoy local and international cuisine at Chime, one of the hotel's 5 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Mingle with other guests at the complimentary reception, held daily. Relax with a refreshing drink from the poolside bar or one of the 2 bars/lounges. A complimentary buffet breakfast is served daily from 6:30 AM to 10:30 AM.Business, Other Amenities:  Featured amenities include complimentary wired Internet access, a business center, and express check-in. Planning an event in Bengaluru? This hotel has facilities measuring 15070 square feet (1400 square meters), including a conference center. A roundtrip airport shuttle is provided for a surcharge (available 24 hours), and free valet parking is available onsite.
Property Location:  With a stay at Sheraton Grand Bengaluru Whitefield, you'll be centrally located in Bengaluru, within a 10-minute drive of International Tech Park and KTPO Convention Center.  This 5-star hotel is 10 mi (16.2 km) from M.G. Road and 11.7 mi (18.9 km) from Lalbagh Botanical Gardens.Rooms:  Make yourself at home in one of the 360 individually furnished guestrooms, featuring minibars and LED televisions. Your bed comes with down comforters and premium bedding. Wired and wireless Internet access is complimentary, while DVD players and satellite programming provide entertainment. Private bathrooms have deep soaking bathtubs and designer toiletries.Amenities:  Pamper yourself with a visit to the spa, which offers massages, body treatments, and facials. If you're looking for recreational opportunities, you'll find a 24-hour health club, an outdoor pool, and a spa tub. This hotel also features complimentary wireless Internet access, concierge services, and gift shops/newsstands.Dining:  Enjoy local and international cuisine at Chime, one of the hotel's 5 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Mingle with other guests at the complimentary reception, held daily. Relax with a refreshing drink from the poolside bar or one of the 2 bars/lounges. A complimentary buffet breakfast is served daily from 6:30 AM to 10:30 AM.Business, Other Amenities:  Featured amenities include complimentary wired Internet access, a business center, and express check-in. Planning an event in Bengaluru? This hotel has facilities measuring 15070 square feet (1400 square meters), including a conference center. A roundtrip airport shuttle is provided for a surcharge (available 24 hours), and free valet parking is available onsite.
Continue reading
"
252,The Paul Bangalore,"https://me.cleartrip.com//hotels/details/the-paul-bangalore-52464?c=130620|140620&r=2,0&shwb=true&compId=&fr=1&ur=1&urt=featured&stp=chmm&pahCCRequired=true&op=true&area=&sd=1553075158552&lowRate=true&dest_code=&tags=#", Domlur,5 star,,"The Paul BangaloreThe Paul Bangalore is ideally located in the IT capital of India. This hotel is located at Intermediate Ring Road in Bangalore. The Paul Bangalore is at a distance of about 40 kms from the Bangalore International airport. The main city railway station is situated 12 kms away from the hotel. Places situated nearby include MG Road, Brigade Road, KGA Golf Course and Ulsoor Lake. With its convenient location, The Paul Bangalore offers easy accessibility to many key tourist attractions like Aerospace Museum, Bangalore Aquarium, Bal Bhavan apart from many other attractionsThe Paul Bangalore offers truly world class facilities for the discerning traveller. This hotel provides free internet access for the convenience of its business guests. It has a well equipped travel desk to help you with travel queries and transfers. This hotel offers state of the art architecture and concierge services. Enjoy a refreshing dip at the well laid out swimming pool and rejuvenate at the exotic Jacuzzi provided at this hotel. The Paul Bangalore offers an enriching stay with its pleasing interiors and impeccable hospitality.The Paul Bangalore has now opened Irish pub & Microbrewery called Murphys Brewhouse which makes this hotel, Indias only hotel to have Microbrewery  on premises.
													
Continue reading
"
253,Sheraton Grand Bangalore Hotel at Brigade Gateway,"https://me.cleartrip.com//hotels/details/sheraton-grand-bangalore-hotel-at-brigade-gateway-319737?c=130620|140620&r=2,0&shwb=true&compId=&fr=1&ur=1&urt=featured&stp=chmm&pahCCRequired=true&op=true&area=&sd=1553075158552&lowRate=true&dest_code=&tags=#", ,5 star,,"Sheraton Grand Bangalore Hotel at Brigade GatewayProperty Location:  Located in Bengaluru (Rajajinagar), Sheraton Grand Bangalore Hotel at Brigade Gateway is a 4-minute walk from World Trade Centre and 6 minutes by foot from Orion Mall.  This 5-star hotel is 0.6 mi (0.9 km) from ISKCON Temple and 2.8 mi (4.4 km) from Peenya Industrial Estate.Rooms:  Make yourself at home in one of the 230 air-conditioned rooms featuring refrigerators and LCD televisions. Your bed comes with down comforters and premium bedding. Cable programming and iPod docking stations are provided for your entertainment, while complimentary wired Internet access keeps you connected. Private bathrooms with separate bathtubs and showers feature deep soaking bathtubs and rainfall showerheads.Amenities:  Take time to pamper yourself with a visit to the full-service spa. You're sure to appreciate the recreational amenities, including a nightclub, a 24-hour health club, and an outdoor pool. This hotel also features complimentary wireless Internet access, concierge services, and a hair salon.Dining:  Grab a bite at BENE, one of the hotel's 9 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the 2 coffee shops/cafes. Relax with a refreshing drink from the poolside bar or one of the 4 bars/lounges. A complimentary full breakfast is served on weekdays from 6:30 AM to 10:30 AM and on weekends from 6:30 AM to 11:00 AM.Business, Other Amenities:  Featured amenities include complimentary wired Internet access, a 24-hour business center, and limo/town car service. This hotel has 10 meeting rooms available for events. A roundtrip airport shuttle is provided for a surcharge (available 24 hours), and free valet parking is available onsite.
Property Location:  Located in Bengaluru (Rajajinagar), Sheraton Grand Bangalore Hotel at Brigade Gateway is a 4-minute walk from World Trade Centre and 6 minutes by foot from Orion Mall.  This 5-star hotel is 0.6 mi (0.9 km) from ISKCON Temple and 2.8 mi (4.4 km) from Peenya Industrial Estate.Rooms:  Make yourself at home in one of the 230 air-conditioned rooms featuring refrigerators and LCD televisions. Your bed comes with down comforters and premium bedding. Cable programming and iPod docking stations are provided for your entertainment, while complimentary wired Internet access keeps you connected. Private bathrooms with separate bathtubs and showers feature deep soaking bathtubs and rainfall showerheads.Amenities:  Take time to pamper yourself with a visit to the full-service spa. You're sure to appreciate the recreational amenities, including a nightclub, a 24-hour health club, and an outdoor pool. This hotel also features complimentary wireless Internet access, concierge services, and a hair salon.Dining:  Grab a bite at BENE, one of the hotel's 9 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the 2 coffee shops/cafes. Relax with a refreshing drink from the poolside bar or one of the 4 bars/lounges. A complimentary full breakfast is served on weekdays from 6:30 AM to 10:30 AM and on weekends from 6:30 AM to 11:00 AM.Business, Other Amenities:  Featured amenities include complimentary wired Internet access, a 24-hour business center, and limo/town car service. This hotel has 10 meeting rooms available for events. A roundtrip airport shuttle is provided for a surcharge (available 24 hours), and free valet parking is available onsite.
Continue reading
"
254,The Ritz-Carlton,"https://me.cleartrip.com//hotels/details/the-ritz-carlton-bangalore-717623?c=130620|140620&r=2,0&shwb=true&compId=&fr=1&ur=1&urt=featured&stp=chmm&pahCCRequired=true&op=true&area=&sd=1553075158552&lowRate=true&dest_code=&tags=#", Srinivas Nagar,5 star,,"The Ritz-CarltonProperty Location:  With a stay at The Ritz-Carlton, Bangalore, you'll be centrally located in Bengaluru, within a 10-minute drive of M.G. Road and Lalbagh Botanical Gardens.  This 5-star hotel is 0.6 mi (0.9 km) from UB City and 3.3 mi (5.4 km) from Bangalore Palace.Rooms:  Make yourself at home in one of the 277 air-conditioned rooms featuring minibars and espresso makers. Wired and wireless Internet access is complimentary, while 42-inch flat-screen televisions with digital programming provide entertainment. Private bathrooms with separate bathtubs and showers feature deep soaking bathtubs and rainfall showerheads. Conveniences include laptop-compatible safes and desks, and housekeeping is provided daily.Amenities:  Pamper yourself with a visit to the spa, which offers massages, body treatments, and facials. If you're looking for recreational opportunities, you'll find a nightclub, a 24-hour health club, and an outdoor pool. Additional features at this hotel include complimentary wireless Internet access, concierge services, and babysitting/childcare (surcharge). Getting to nearby attractions is a breeze with the complimentary area shuttle that operates within 40 km.Dining:  Enjoy Indian cuisine at Riwaz - Indian Speciality, one of the hotel's 5 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Relax with a refreshing drink at one of the 3 bars/lounges. Buffet breakfasts are available daily from 6:30 AM to 10:30 AM for a fee.Business, Other Amenities:  Featured amenities include complimentary wired Internet access, a 24-hour business center, and limo/town car service. Planning an event in Bengaluru? This hotel has facilities measuring 6434 square feet (598 square meters), including a conference center. Free valet parking is available onsite.
Property Location:  With a stay at The Ritz-Carlton, Bangalore, you'll be centrally located in Bengaluru, within a 10-minute drive of M.G. Road and Lalbagh Botanical Gardens.  This 5-star hotel is 0.6 mi (0.9 km) from UB City and 3.3 mi (5.4 km) from Bangalore Palace.Rooms:  Make yourself at home in one of the 277 air-conditioned rooms featuring minibars and espresso makers. Wired and wireless Internet access is complimentary, while 42-inch flat-screen televisions with digital programming provide entertainment. Private bathrooms with separate bathtubs and showers feature deep soaking bathtubs and rainfall showerheads. Conveniences include laptop-compatible safes and desks, and housekeeping is provided daily.Amenities:  Pamper yourself with a visit to the spa, which offers massages, body treatments, and facials. If you're looking for recreational opportunities, you'll find a nightclub, a 24-hour health club, and an outdoor pool. Additional features at this hotel include complimentary wireless Internet access, concierge services, and babysitting/childcare (surcharge). Getting to nearby attractions is a breeze with the complimentary area shuttle that operates within 40 km.Dining:  Enjoy Indian cuisine at Riwaz - Indian Speciality, one of the hotel's 5 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Relax with a refreshing drink at one of the 3 bars/lounges. Buffet breakfasts are available daily from 6:30 AM to 10:30 AM for a fee.Business, Other Amenities:  Featured amenities include complimentary wired Internet access, a 24-hour business center, and limo/town car service. Planning an event in Bengaluru? This hotel has facilities measuring 6434 square feet (598 square meters), including a conference center. Free valet parking is available onsite.
Continue reading
"
255,Hilton Bangalore Embassy GolfLinks,"https://me.cleartrip.com//hotels/details/hilton-bangalore-embassy-golflinks-781944?c=130620|140620&r=2,0&shwb=true&compId=&fr=1&ur=1&urt=featured&stp=chmm&pahCCRequired=true&op=true&area=&sd=1553075158552&lowRate=true&dest_code=&tags=#", Domlur,5 star,,"Hilton Bangalore Embassy GolfLinksProperty Location:  A stay at Hilton Bangalore Embassy GolfLinks places you in the heart of Bengaluru, a 1-minute drive from Embassy Golf Link Business Park and 5 minutes from 100 Feet Rd.  This 5-star hotel is 2.1 mi (3.4 km) from Manipal Hospital HAL Airport Road and 2.5 mi (4.1 km) from Karnataka Golf Course.Rooms:  Make yourself at home in one of the 247 individually decorated guestrooms, featuring refrigerators and microwaves. 40-inch LED televisions with cable programming provide entertainment, while wireless Internet access (surcharge) keeps you connected. Private bathrooms with separate bathtubs and showers feature deep soaking bathtubs and rainfall showerheads. Conveniences include phones, as well as laptop-compatible safes and desks.Amenities:  Take advantage of recreational opportunities offered, including a 24-hour health club, an outdoor pool, and a spa tub. Additional amenities at this hotel include complimentary wireless Internet access, concierge services, and babysitting/childcare (surcharge).Dining:  Enjoy international cuisine at Ministry of Food, one of the hotel's 4 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Unwind at the end of the day with a drink at the bar/lounge or the poolside bar. Buffet breakfasts are available daily from 6:30 AM to 10:30 AM for a fee.Business, Other Amenities:  Featured amenities include a 24-hour business center, express check-in, and express check-out. Planning an event in Bengaluru? This hotel has facilities measuring 5000 square feet (465 square meters), including a conference center. A roundtrip airport shuttle is provided for a surcharge (available 24 hours), and free valet parking is available onsite.
Property Location:  A stay at Hilton Bangalore Embassy GolfLinks places you in the heart of Bengaluru, a 1-minute drive from Embassy Golf Link Business Park and 5 minutes from 100 Feet Rd.  This 5-star hotel is 2.1 mi (3.4 km) from Manipal Hospital HAL Airport Road and 2.5 mi (4.1 km) from Karnataka Golf Course.Rooms:  Make yourself at home in one of the 247 individually decorated guestrooms, featuring refrigerators and microwaves. 40-inch LED televisions with cable programming provide entertainment, while wireless Internet access (surcharge) keeps you connected. Private bathrooms with separate bathtubs and showers feature deep soaking bathtubs and rainfall showerheads. Conveniences include phones, as well as laptop-compatible safes and desks.Amenities:  Take advantage of recreational opportunities offered, including a 24-hour health club, an outdoor pool, and a spa tub. Additional amenities at this hotel include complimentary wireless Internet access, concierge services, and babysitting/childcare (surcharge).Dining:  Enjoy international cuisine at Ministry of Food, one of the hotel's 4 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Unwind at the end of the day with a drink at the bar/lounge or the poolside bar. Buffet breakfasts are available daily from 6:30 AM to 10:30 AM for a fee.Business, Other Amenities:  Featured amenities include a 24-hour business center, express check-in, and express check-out. Planning an event in Bengaluru? This hotel has facilities measuring 5000 square feet (465 square meters), including a conference center. A roundtrip airport shuttle is provided for a surcharge (available 24 hours), and free valet parking is available onsite.
Continue reading
"
256,The Oterra,"https://me.cleartrip.com//hotels/details/the-oterra-2433690?c=130620|140620&r=2,0&shwb=true&compId=&fr=1&ur=1&urt=featured&stp=chmm&pahCCRequired=true&op=true&area=&sd=1553075158552&lowRate=true&dest_code=&tags=#", Electronic City,5 star,,"The OterraFormerly known as Crowne Plaza, Electronic City, Bangalore, The Oterra is a fullservice 5-star deluxe business hotel in Electronic City that offers unmatched service, top-notch amenities and an array of dining options that assures each guest a true 5-star experience.FEATURESFitness & WellnessFood & BeveragesBusiness ServicesAmenities
													
Continue reading
"
